id,name,res_id,lang,type,src,value,module,state,comments,lp_key,lp_isusedbyexternalapps
2234238,other,,ar_001,,Transactions Type,نوع المعاملات,,translated,,ar_001_transaction_type_label,t
2234239,other,,ar_001,,Balance Before,رصيد الحساب قبل,,translated,,ar_001_balance_before_label,t
2234240,other,,ar_001,,Balance After,رصيد الحساب بعد,,translated,,ar_001_balance_after_label,t
2234241,other,,ar_001,,Create new password,أنشئ كلمة مرور جديدة,,translated,,ar_001_create_password_title,t
2234242,other,,ar_001,,Date range,نطاق التاريخ,,translated,,ar_001_date_range_title_label,t
2234243,other,,ar_001,,Child channel member,عضو القناة الفرعية,,translated,,ar_001_child_channel_member_title_label,t
2234244,other,,ar_001,,Apply Filters,تطبيق الفلاتر,,translated,,ar_001_apply_filters_button,t
2234245,other,,ar_001,,Reset,إعادة ضبط,,translated,,ar_001_reset_button,t
2234246,other,,ar_001,,Your new password must be different from previous used passwords,يجب أن تكون كلمة مرورك الجديدة مختلفة عن كلمات المرور السابقة المستخدمة,,translated,,ar_001_reset_password_different_from_previous,t
2234247,other,,ar_001,,Scanned item,العنصر المُمَسَح,,translated,,ar_001_order_details_scanned_item,t
2234248,other,,ar_001,,Filters,الفلاتر,,translated,,ar_001_purchase_orders_filters,t
2234249,other,,ar_001,,TAX,الضريبة,,translated,,ar_001_order_details_TAX,t
2234250,other,,ar_001,,Untaxed Price,السعر بدون ضريبة,,translated,,ar_001_order_details_untaxed_price,t
2234251,other,,ar_001,,Price taxes excluded,السعر غير شامل الضرائب,,translated,,ar_001_order_details_price_taxes_excluded,t
2234252,other,,ar_001,,Total Amount,المبلغ الإجمالي,,translated,,ar_001_order_details_total_amount,t
2234253,other,,ar_001,,Please enter a valid email address,يرجى إدخال عنوان بريد إلكتروني صحيح,,translated,,ar_001_message_email,t
2234254,other,,ar_001,,Please enter a valid password,يرجى إدخال كلمة مرور صحيحة,,translated,,ar_001_message_password,t
2234255,other,,ar_001,,Please enter a user name,الرجاء ادخال اسم المستخدم,,translated,,ar_001_message_username,t
2234256,other,,ar_001,,Please enter a ID number,الرجاء إدخال رقم الهوية,,translated,,ar_001_message_id_number,t
2234257,other,,ar_001,,Please enter all required fields,الرجاء إدخال جميع الحقول المطلوبة,,translated,,ar_001_message_empty,t
2234258,other,,ar_001,,Mobile number cannot be the same as Alternative mobile number,لا يمكن أن يكون رقم الهاتف المحمول هو نفسه رقم الهاتف المحمول البديل,,translated,,ar_001_message_mobile_number_confirmation,t
2234259,other,,ar_001,,Please accept privacy policy,الرجاء قبول سياسة الخصوصية,,translated,,ar_001_message_policy_accepted,t
2234260,other,,ar_001,,Please fill attachments,الرجاء تعبئة المرفقات,,translated,,ar_001_message_attachment,t
2234261,other,,ar_001,,Please validate mobile number,يرجى التحقق من صحة رقم الهاتف المحمول,,translated,,ar_001_message_mobile_number_validated,t
2234262,other,,ar_001,,Please update expiry date,يرجى تحديث تاريخ الانتهاء,,translated,,ar_001_message_expiry_date_validation,t
2234263,other,,ar_001,,Please enter a valid Oman mobile number,الرجاء إدخال رقم جوال عمان صحيح,,translated,,ar_001_message_validate_oman_number,t
2234264,other,,ar_001,,Included,متضمن,,translated,,ar_001_summary_included_label,t
2234265,other,,ar_001,,Scanned Items,العناصر الممسوحة ضوئيا,,translated,,ar_001_scanned_items_label,t
2234266,other,,ar_001,,Order Details,تفاصيل الطلب,,translated,,ar_001_order_details_label,t
2234267,other,,ar_001,,Connected Orders,الطلبات المتصلة,,translated,,ar_001_dashboard_connected_orders,t
2234268,other,,ar_001,,Submitted Orders,الطلبات المقدمة,,translated,,ar_001_dashboard_submitted_orders,t
2234269,other,,ar_001,,Request For Quotation,طلب عرض أسعار,,translated,,ar_001_request_for_quotation_button,t
2234270,other,,ar_001,,Unnamed Location,موقع غير مسمى,,translated,,ar_001_map_unnamed_location_label,t
2234390,other,,ar_001,,Please Enable Your Location To Continue,يرجى تمكين موقعك للمتابعة,,translated,,ar_001_enable_location_label,t
2234391,other,,ar_001,,Please Check Your Internet Connection And Try Again,يرجى التحقق من اتصالك بالإنترنت وحاول مرة أخرى,,translated,,ar_001_check_internet_connection_label,t
2234392,other,,ar_001,,"Location permission needed, please allow it from settings",مطلوب إذن الموقع، يرجى السماح به من الإعدادات,,translated,,ar_001_location_permission_needed_label,t
2234393,other,,ar_001,,Manage addons,إدارة الخدمات الإضافية,,translated,,ar_001_manage_addons_label,t
2234394,other,,ar_001,,Request Type,نوع الطلب,,translated,,ar_001_request_type_label,t
2234395,other,,ar_001,,Notifications,الإشعارات,,translated,,ar_001_notifications_label,t
2234396,other,,ar_001,,Inbox,صندوق الوارد,,translated,,ar_001_inbox_label,t
2234397,other,,ar_001,,Scan Serial Number,مسح الرقم التسلسلي,,translated,,ar_001_scan_serial_number,t
2234398,other,,ar_001,,Visit Results Survey,استبيان نتائج الزيارة,,translated,,ar_001_visit_results_survey_label,t
2234399,other,,ar_001,,Range,نطاق,,translated,,ar_001_range_label,t
2234400,other,,ar_001,,Item by Item,عنصر بعد عنصر,,translated,,ar_001_item_by_item_label,t
2234401,other,,ar_001,,Something went wrong,هناك خطأ ما,,translated,,ar_001_something_wrong_label,t
2234402,other,,ar_001,,Please Select Valid Dates,يرجى تحديد تواريخ صالحة,,translated,,ar_001_select_valid_dates_label,t
2234403,other,,ar_001,,Name:,اسم:,,translated,,ar_001_name_channel_members_label,t
2234404,other,,ar_001,,Area:,منطقة:,,translated,,ar_001_area_channel_members_label,t
2234405,other,,ar_001,,Location:,موقع:,,translated,,ar_001_location_channel_members_label,t
2234406,other,,ar_001,,Welcome to,مرحبا بك في,,translated,,ar_001_welcome_to_label,t
2234407,other,,ar_001,,Sales Point,,,translated,,ar_001_sales_point_label,t
2234408,other,,ar_001,,"Are You Sure You Want
 To Cancel Order?","هل انت متأكد أنك تريد
 لإلغاء الطلب؟",,translated,,ar_001_are_you_sure_cancel_order,t
2234409,other,,ar_001,,Start,بدء,,translated,,ar_001_start_label,t
2234410,other,,ar_001,,"Something went wrong, Please try again",هناك خطأ ما ، يرجى المحاولة مرة أخرى,,translated,,ar_001_something_went_wrong_label,t
2234411,other,,ar_001,,"Your Password Has Been Reset
 Successfully","تم إعادة تعيين كلمة المرور الخاصة بك
 بنجاح",,translated,,ar_001_password_reset_successfully,t
2234412,other,,ar_001,,Please update quantity first!!,الرجاء تحديث الكمية أولا !!,,translated,,ar_001_please_update_quantity_first_label,t
2234413,other,,ar_001,,Customer Information,معلومات العميل,,translated,,ar_001_customer_information_label,t
2234414,other,,ar_001,,Are You Sure You Want To Upgrade This Plan,هل أنت متأكد أنك تريد ترقية هذه الباقة,,translated,,ar_001_you_want_to_upgrade_plan_label,t
2234415,other,,ar_001,,Product quantity more than the maximum allowed quantity ,كمية المنتج أكثر من الحد الأقصى المسموحة,,translated,,ar_001_product_quantity_more_maximum_product,t
2234416,other,,ar_001,,"A New Items Has Been Added To
 Your Inventory",تمت إضافة عنصر جديد إلى المخزون الخاص بك,,translated,,ar_001_new_item_added_to_inventory_label,t
2234417,other,,ar_001,,Are you sure you want to cancel this order?,هل أنت متأكد أنك تريد إلغاء هذا الطلب؟,,translated,,ar_001_are_you_cancel_order_label,t
2234418,other,,ar_001,,The Order Delivered Successfully,تم تسليم الطلب بنجاح,,translated,,ar_001_order_delivered_successfully_label,t
2234419,other,,ar_001,,Please Fill Fields,الرجاء تعبئة الحقول,,translated,,ar_001_please_fill_fields_label,t
2234420,other,,ar_001,,Activation Failed,فشل في عملية التفعيل,,translated,,ar_001_activation_failed_label,t
2234421,other,,ar_001,,Please Select Assign To,يرجى تحديد التخصيص لـ,,translated,,ar_001_please_select_assign_label,t
2234422,other,,ar_001,,Please Select Channel Member,الرجاء تحديد عضو القناة,,translated,,ar_001_please_select_channel_member_label,t
2234423,other,,ar_001,,Commitment Period (Monthly),فترة الالتزام (شهريا),,translated,,ar_001_commitment_period_label,t
2234424,other,,ar_001,,Monthly Subscription Total,إجمالي الاشتراك الشهري,,translated,,ar_001_subscription_total_label,t
2234425,other,,ar_001,,Addons Upgraded,تم ترقية الإضافات,,translated,,ar_001_addons_upgraded_label,t
2234426,other,,ar_001,,Change PIN,تغيير الرقم السري,,translated,,ar_001_change_pin_label,t
2234427,other,,ar_001,,Enter the new PIN code,أدخل الرقم السري الجديد,,translated,,ar_001_enter_new_pin_label,t
2234428,other,,ar_001,,Current PIN,الرقم السري الحالي,,translated,,ar_001_current_pin_label,t
2234429,other,,ar_001,,New PIN code,الرقم السري الجديد,,translated,,ar_001_new_pin_code_label,t
2234430,other,,ar_001,,Confirm new PIN,قم بتأكيد رقم التعريف الشخصي الجديد,,translated,,ar_001_confirm_new_pin_label,t
2234431,other,,ar_001,,Change PIN code,تفغيير الرقم السري,,translated,,ar_001_change_pin_code_label,t
2234432,other,,ar_001,,Your PIN Code Has Been Changed Successfully,تم تغيير الرقم السري الخاص بك بنجاح,,translated,,ar_001_pin_code_changed_successfully_label,t
2234433,other,,ar_001,,Operator,المشغل,,translated,,ar_001_operator_hint_label,t
2234434,other,,ar_001,,Select voucher amount,اختر قيمة القسيمة,,translated,,ar_001_select_voucher_amount_label,t
2234435,other,,ar_001,,Enter your PIN code,أدخل الرقم السري الخاص بك,,translated,,ar_001_enter_pin_code_label,t
2234436,other,,ar_001,,Transaction Successfully Sent!,تم إرسال المعاملة بنجاح!,,translated,,ar_001_transaction_successfully_sent_label,t
2234437,other,,ar_001,,Number Of Vouchers,عدد القسائم,,translated,,ar_001_number_of_voucher_label,t
2234438,other,,ar_001,,Mobile Number,رقم الجوال,,translated,,ar_001_mobile_number_label,t
2234439,other,,ar_001,,Bundle,الحزمة,,translated,,ar_001_bundle_label,t
2234440,other,,ar_001,,Select,اختر,,translated,,ar_001_select_button_label,t
2234441,other,,ar_001,,Selected,محدد,,translated,,ar_001_selected_button_label,t
2234442,other,,ar_001,,Enter mobile number,أدخل رقم الجوال,,translated,,ar_001_enter_mobile_number_label,t
2234443,other,,ar_001,,Select a Bundle,اختر حزمة,,translated,,ar_001_select_bundle_label,t
2234444,other,,ar_001,,Select a plan,اختر الباقة,,translated,,ar_001_select_plan_label,t
2234445,other,,ar_001,,Prepaid Subscription,اشتراك مدفوع مسبقا,,translated,,ar_001_subscription_label,t
2234446,other,,ar_001,,Offer type,نوع العرض,,translated,,ar_001_offer_type_label,t
2234447,other,,ar_001,,Select data Add-on,حدد البيانات الإضافية,,translated,,ar_001_select_data_add-on_label,t
2234448,other,,ar_001,,Print,طباعة,,translated,,ar_001_print_label,t
2234449,other,,ar_001,,Transaction ID,رقم المعاملة,,translated,,ar_001_transaction_id_label,t
2234450,other,,ar_001,,Transaction Date,تاريخ المعاملة,,translated,,ar_001_transaction_date_label,t
2234451,other,,ar_001,,Receiver number,رقم المستلم,,translated,,ar_001_receiver_number_label,t
2234452,other,,ar_001,,Transaction,المعاملة,,translated,,ar_001_transaction_label,t
2234453,other,,ar_001,,Details,تفاصيل,,translated,,ar_001_details_label,t
2234454,other,,ar_001,,Export as PDF,تصدير كملف PDF,,translated,,ar_001_export_pdf_label,t
2234455,other,,ar_001,,Subscription,الاشتراك,,translated,,ar_001_subscription_type_label,t
2234456,other,,ar_001,,This plan gives you,هذه الباقة تمنحك ,,translated,,ar_001_plan_gives_label,t
2234465,other,,ar_001,,E-topup request,طلب شحن إلكتروني,,translated,,ar_001_e_top_up_request_label,t
2234466,other,,ar_001,,What do you want to do?,ماذا تريد أن تفعل؟,,translated,,ar_001_what_do_you_want_to_do_label,t
2234467,other,,ar_001,,Daily,يوميًا,,translated,,ar_001_daily_label,t
2234468,other,,ar_001,,Weekly,أسبوعيًا,,translated,,ar_001_weekly_label,t
2234469,other,,ar_001,,Monthly,شهريًا,,translated,,ar_001_monthly_label,t
2234470,other,,ar_001,,E-Topup usage,استخدام الرصيد الالكتروني,,translated,,ar_001_e_top_up_usage_label,t
2234471,other,,ar_001,,E-voucher usage,استخدام القسيمة الإلكترونية,,translated,,ar_001_e_voucher_usage_label,t
2234492,other,,ar_001,,Customer orders,طلبات العملاء,,translated,,ar_001_customer_orders_label,t
2234493,other,,ar_001,,Contract No.,رقم العقد,,translated,,ar_001_contract_no_label,t
2234494,other,,ar_001,,Contract Status,حالة العقد,,translated,,ar_001_contract_status_label,t
2234495,other,,ar_001,,Contract Start Date,تاريخ بدء العقد,,translated,,ar_001_contract_start_date_label,t
2234496,other,,ar_001,,Contract End Date,تاريخ انتهاء العقد,,translated,,ar_001_contract_end_date_label,t
2234497,other,,ar_001,,Services address,عنوان الخدمات,,translated,,ar_001_services_address_label,t
